teamA,teamB,teamAAttack,teamAMidfield,teamADefense,teamAFormScore,teamAStrength,teamBAttack,teamBMidfield,teamBDefense,teamBFormScore,teamBStrength,result
"Brazil","Canada","89","85","81","10","86","77","73","71","10","76","teamAWin"
"Canada","Morocco","77","73","71","10","76","78","79","84","10","81","teamBWin"
"Morocco","Canada","78","79","84","10","81","77","73","71","10","76","teamAWin"
"Canada","Haiti","77","73","71","10","76","70","69","68","7","69","teamAWin"
"Haiti","Canada","70","69","68","7","69","77","73","71","10","76","teamBWin"
"Canada","Scotland","77","73","71","10","76","75","78","77","8","76","draw"
"Scotland","Canada","75","78","77","8","76","77","73","71","10","76","draw"
"Canada","USA","77","73","71","10","76","76","74","72","10","76","teamAWin"
"USA","Canada","76","74","72","10","76","77","73","71","10","76","draw"
"Canada","Paraguay","77","73","71","10","76","74","75","77","8","75","draw"
"Paraguay","Canada","74","75","77","8","75","77","73","71","10","76","draw"
"Canada","Australia","77","73","71","10","76","76","75","76","10","77","draw"
"Australia","Canada","76","75","76","10","77","77","73","71","10","76","draw"
"Canada","Türkiye","77","73","71","10","76","80","79","75","10","80","draw"
"Türkiye","Canada","80","79","75","10","80","77","73","71","10","76","teamAWin"
"Canada","Germany","77","73","71","10","76","84","85","80","8","82","teamBWin"
"Germany","Canada","84","85","80","8","82","77","73","71","10","76","teamAWin"
"Canada","Curacao","77","73","71","10","76","70","70","69","8","70","draw"
"Curacao","Canada","70","70","69","8","70","77","73","71","10","76","teamBWin"
"Canada","Ivory Coast","77","73","71","10","76","80","78","77","10","80","teamBWin"
"Ivory Coast","Canada","80","78","77","10","80","77","73","71","10","76","teamAWin"
"Canada","Ecuador","77","73","71","10","76","78","79","80","8","78","teamBWin"
"Ecuador","Canada","78","79","80","8","78","77","73","71","10","76","teamAWin"
"Canada","Netherlands","77","73","71","10","76","82","83","86","10","84","teamBWin"
"Netherlands","Canada","82","83","86","10","84","77","73","71","10","76","teamAWin"
"Canada","Japan","77","73","71","10","76","80","82","78","10","81","draw"
"Japan","Canada","80","82","78","10","81","77","73","71","10","76","teamAWin"
"Canada","Tunisia","77","73","71","10","76","72","74","78","8","74","draw"
"Tunisia","Canada","72","74","78","8","74","77","73","71","10","76","draw"
"Canada","Sweden","77","73","71","10","76","79","80","79","10","80","teamBWin"
"Sweden","Canada","79","80","79","10","80","77","73","71","10","76","draw"
"Canada","Belgium","77","73","71","10","76","82","84","78","10","82","teamBWin"
"Belgium","Canada","82","84","78","10","82","77","73","71","10","76","teamAWin"
"Canada","Egypt","77","73","71","10","76","79","76","75","10","78","draw"
"Egypt","Canada","79","76","75","10","78","77","73","71","10","76","draw"
"Canada","Iran","77","73","71","10","76","75","76","77","8","75","draw"
"Iran","Canada","75","76","77","8","75","77","73","71","10","76","draw"
"Canada","New Zealand","77","73","71","10","76","70","69","71","7","69","teamAWin"
"New Zealand","Canada","70","69","71","7","69","77","73","71","10","76","teamBWin"
"Canada","Spain","77","73","71","10","76","86","90","84","13","90","teamBWin"
"Spain","Canada","86","90","84","13","90","77","73","71","10","76","teamAWin"
"Canada","Cape Verde","77","73","71","10","76","72","73","72","8","72","teamAWin"
"Cape Verde","Canada","72","73","72","8","72","77","73","71","10","76","teamBWin"
"Canada","Saudi Arabia","77","73","71","10","76","74","75","73","8","74","teamAWin"
"Saudi Arabia","Canada","74","75","73","8","74","77","73","71","10","76","draw"
"Canada","Uruguay","77","73","71","10","76","83","82","82","10","83","teamBWin"
"Uruguay","Canada","83","82","82","10","83","77","73","71","10","76","teamAWin"
"Canada","France","77","73","71","10","76","90","84","83","10","87","teamBWin"
"France","Canada","90","84","83","10","87","77","73","71","10","76","teamAWin"
"Canada","Senegal","77","73","71","10","76","81","79","81","10","81","teamBWin"
"Senegal","Canada","81","79","81","10","81","77","73","71","10","76","teamAWin"
"Canada","Norway","77","73","71","10","76","84","80","76","10","82","teamBWin"
"Norway","Canada","84","80","76","10","82","77","73","71","10","76","teamAWin"
"Canada","Iraq","77","73","71","10","76","72","73","72","10","74","teamAWin"
"Iraq","Canada","72","73","72","10","74","77","73","71","10","76","draw"
"Canada","Argentina","77","73","71","10","76","88","86","82","13","89","teamBWin"
"Argentina","Canada","88","86","82","13","89","77","73","71","10","76","teamAWin"
"Canada","Algeria","77","73","71","10","76","78","79","76","10","79","teamBWin"
"Algeria","Canada","78","79","76","10","79","77","73","71","10","76","teamAWin"
"Canada","Austria","77","73","71","10","76","79","82","79","10","81","teamBWin"
"Austria","Canada","79","82","79","10","81","77","73","71","10","76","teamAWin"
"Canada","Jordan","77","73","71","10","76","71","72","70","8","71","teamAWin"
"Jordan","Canada","71","72","70","8","71","77","73","71","10","76","draw"
"Canada","Portugal","77","73","71","10","76","87","84","80","10","85","teamBWin"
"Portugal","Canada","87","84","80","10","85","77","73","71","10","76","teamAWin"
"Canada","Uzbekistan","77","73","71","10","76","73","75","74","10","76","draw"
"Uzbekistan","Canada","73","75","74","10","76","77","73","71","10","76","draw"
"Canada","Colombia","77","73","71","10","76","82","81","78","10","82","teamBWin"
"Colombia","Canada","82","81","78","10","82","77","73","71","10","76","teamAWin"
"Canada","DR Congo","77","73","71","10","76","74","74","75","8","74","draw"
"DR Congo","Canada","74","74","75","8","74","77","73","71","10","76","draw"
"Canada","England","77","73","71","10","76","86","86","84","13","89","teamBWin"
"England","Canada","86","86","84","13","89","77","73","71","10","76","teamAWin"
"Canada","Croatia","77","73","71","10","76","77","84","79","8","79","draw"
"Croatia","Canada","77","84","79","8","79","77","73","71","10","76","teamAWin"
"Canada","Ghana","77","73","71","10","76","76","75","73","7","74","draw"
"Ghana","Canada","76","75","73","7","74","77","73","71","10","76","draw"
"Canada","Panama","77","73","71","10","76","72","73","72","10","74","draw"
"Panama","Canada","72","73","72","10","74","77","73","71","10","76","draw"
"Switzerland","Qatar","77","80","82","8","79","72","73","70","7","71","teamAWin"
"Qatar","Switzerland","72","73","70","7","71","77","80","82","8","79","teamBWin"
"Switzerland","Bosnia and Herzegovina","77","80","82","8","79","75","77","74","8","75","teamAWin"
"Bosnia and Herzegovina","Switzerland","75","77","74","8","75","77","80","82","8","79","teamBWin"
"Switzerland","Brazil","77","80","82","8","79","89","85","81","10","86","teamBWin"
"Brazil","Switzerland","89","85","81","10","86","77","80","82","8","79","teamAWin"
"Switzerland","Morocco","77","80","82","8","79","78","79","84","10","81","teamBWin"
"Morocco","Switzerland","78","79","84","10","81","77","80","82","8","79","draw"
"Switzerland","Haiti","77","80","82","8","79","70","69","68","7","69","teamAWin"
"Haiti","Switzerland","70","69","68","7","69","77","80","82","8","79","teamBWin"
"Switzerland","Scotland","77","80","82","8","79","75","78","77","8","76","teamAWin"
"Scotland","Switzerland","75","78","77","8","76","77","80","82","8","79","draw"
"Switzerland","USA","77","80","82","8","79","76","74","72","10","76","teamAWin"
"USA","Switzerland","76","74","72","10","76","77","80","82","8","79","draw"
"Switzerland","Paraguay","77","80","82","8","79","74","75","77","8","75","draw"
"Paraguay","Switzerland","74","75","77","8","75","77","80","82","8","79","draw"
"Switzerland","Australia","77","80","82","8","79","76","75","76","10","77","draw"
"Australia","Switzerland","76","75","76","10","77","77","80","82","8","79","draw"
"Switzerland","Türkiye","77","80","82","8","79","80","79","75","10","80","draw"
"Türkiye","Switzerland","80","79","75","10","80","77","80","82","8","79","draw"
"Switzerland","Germany","77","80","82","8","79","84","85","80","8","82","draw"
"Germany","Switzerland","84","85","80","8","82","77","80","82","8","79","teamAWin"
"Switzerland","Curacao","77","80","82","8","79","70","70","69","8","70","teamAWin"
"Curacao","Switzerland","70","70","69","8","70","77","80","82","8","79","teamBWin"
"Switzerland","Ivory Coast","77","80","82","8","79","80","78","77","10","80","draw"
"Ivory Coast","Switzerland","80","78","77","10","80","77","80","82","8","79","draw"
"Switzerland","Ecuador","77","80","82","8","79","78","79","80","8","78","draw"
"Ecuador","Switzerland","78","79","80","8","78","77","80","82","8","79","teamBWin"
"Switzerland","Netherlands","77","80","82","8","79","82","83","86","10","84","teamBWin"
"Netherlands","Switzerland","82","83","86","10","84","77","80","82","8","79","draw"
"Switzerland","Japan","77","80","82","8","79","80","82","78","10","81","draw"
"Japan","Switzerland","80","82","78","10","81","77","80","82","8","79","draw"
"Switzerland","Tunisia","77","80","82","8","79","72","74","78","8","74","draw"
"Tunisia","Switzerland","72","74","78","8","74","77","80","82","8","79","teamBWin"
"Switzerland","Sweden","77","80","82","8","79","79","80","79","10","80","draw"
"Sweden","Switzerland","79","80","79","10","80","77","80","82","8","79","draw"
"Switzerland","Belgium","77","80","82","8","79","82","84","78","10","82","draw"
"Belgium","Switzerland","82","84","78","10","82","77","80","82","8","79","draw"
"Switzerland","Egypt","77","80","82","8","79","79","76","75","10","78","teamAWin"
"Egypt","Switzerland","79","76","75","10","78","77","80","82","8","79","draw"
"Switzerland","Iran","77","80","82","8","79","75","76","77","8","75","teamAWin"
"Iran","Switzerland","75","76","77","8","75","77","80","82","8","79","teamBWin"
"Switzerland","New Zealand","77","80","82","8","79","70","69","71","7","69","teamAWin"
"New Zealand","Switzerland","70","69","71","7","69","77","80","82","8","79","teamBWin"
"Switzerland","Spain","77","80","82","8","79","86","90","84","13","90","teamBWin"
"Spain","Switzerland","86","90","84","13","90","77","80","82","8","79","teamAWin"
"Switzerland","Cape Verde","77","80","82","8","79","72","73","72","8","72","teamAWin"
"Cape Verde","Switzerland","72","73","72","8","72","77","80","82","8","79","teamBWin"
"Switzerland","Saudi Arabia","77","80","82","8","79","74","75","73","8","74","teamAWin"
"Saudi Arabia","Switzerland","74","75","73","8","74","77","80","82","8","79","teamBWin"
"Switzerland","Uruguay","77","80","82","8","79","83","82","82","10","83","teamBWin"
"Uruguay","Switzerland","83","82","82","10","83","77","80","82","8","79","teamAWin"
"Switzerland","France","77","80","82","8","79","90","84","83","10","87","teamBWin"
"France","Switzerland","90","84","83","10","87","77","80","82","8","79","teamAWin"
"Switzerland","Senegal","77","80","82","8","79","81","79","81","10","81","draw"
"Senegal","Switzerland","81","79","81","10","81","77","80","82","8","79","draw"
"Switzerland","Norway","77","80","82","8","79","84","80","76","10","82","draw"
"Norway","Switzerland","84","80","76","10","82","77","80","82","8","79","teamAWin"
"Switzerland","Iraq","77","80","82","8","79","72","73","72","10","74","teamAWin"
"Iraq","Switzerland","72","73","72","10","74","77","80","82","8","79","teamBWin"
"Switzerland","Argentina","77","80","82","8","79","88","86","82","13","89","teamBWin"
"Argentina","Switzerland","88","86","82","13","89","77","80","82","8","79","teamAWin"
"Switzerland","Algeria","77","80","82","8","79","78","79","76","10","79","draw"
"Algeria","Switzerland","78","79","76","10","79","77","80","82","8","79","draw"
"Switzerland","Austria","77","80","82","8","79","79","82","79","10","81","draw"
"Austria","Switzerland","79","82","79","10","81","77","80","82","8","79","draw"
"Switzerland","Jordan","77","80","82","8","79","71","72","70","8","71","teamAWin"
"Jordan","Switzerland","71","72","70","8","71","77","80","82","8","79","teamBWin"
"Switzerland","Portugal","77","80","82","8","79","87","84","80","10","85","draw"
"Portugal","Switzerland","87","84","80","10","85","77","80","82","8","79","teamAWin"
"Switzerland","Uzbekistan","77","80","82","8","79","73","75","74","10","76","draw"
"Uzbekistan","Switzerland","73","75","74","10","76","77","80","82","8","79","draw"
"Switzerland","Colombia","77","80","82","8","79","82","81","78","10","82","teamBWin"
"Colombia","Switzerland","82","81","78","10","82","77","80","82","8","79","teamAWin"
"Switzerland","DR Congo","77","80","82","8","79","74","74","75","8","74","teamAWin"
"DR Congo","Switzerland","74","74","75","8","74","77","80","82","8","79","teamBWin"
"Switzerland","England","77","80","82","8","79","86","86","84","13","89","teamBWin"
"England","Switzerland","86","86","84","13","89","77","80","82","8","79","teamAWin"
"Switzerland","Croatia","77","80","82","8","79","77","84","79","8","79","draw"
"Croatia","Switzerland","77","84","79","8","79","77","80","82","8","79","draw"
"Switzerland","Ghana","77","80","82","8","79","76","75","73","7","74","draw"
"Ghana","Switzerland","76","75","73","7","74","77","80","82","8","79","teamBWin"
"Switzerland","Panama","77","80","82","8","79","72","73","72","10","74","teamAWin"
"Panama","Switzerland","72","73","72","10","74","77","80","82","8","79","teamBWin"
"Qatar","Bosnia and Herzegovina","72","73","70","7","71","75","77","74","8","75","draw"
"Bosnia and Herzegovina","Qatar","75","77","74","8","75","72","73","70","7","71","teamAWin"
"Qatar","Brazil","72","73","70","7","71","89","85","81","10","86","teamBWin"
"Brazil","Qatar","89","85","81","10","86","72","73","70","7","71","teamAWin"
"Qatar","Morocco","72","73","70","7","71","78","79","84","10","81","teamBWin"
"Morocco","Qatar","78","79","84","10","81","72","73","70","7","71","teamAWin"
"Qatar","Haiti","72","73","70","7","71","70","69","68","7","69","teamAWin"
"Haiti","Qatar","70","69","68","7","69","72","73","70","7","71","draw"
"Qatar","Scotland","72","73","70","7","71","75","78","77","8","76","teamBWin"
"Scotland","Qatar","75","78","77","8","76","72","73","70","7","71","teamAWin"
"Qatar","USA","72","73","70","7","71","76","74","72","10","76","teamBWin"
"USA","Qatar","76","74","72","10","76","72","73","70","7","71","teamAWin"
"Qatar","Paraguay","72","73","70","7","71","74","75","77","8","75","teamBWin"
"Paraguay","Qatar","74","75","77","8","75","72","73","70","7","71","draw"
"Qatar","Australia","72","73","70","7","71","76","75","76","10","77","teamBWin"
"Australia","Qatar","76","75","76","10","77","72","73","70","7","71","draw"
"Qatar","Türkiye","72","73","70","7","71","80","79","75","10","80","teamBWin"
"Türkiye","Qatar","80","79","75","10","80","72","73","70","7","71","teamAWin"
"Qatar","Germany","72","73","70","7","71","84","85","80","8","82","teamBWin"
"Germany","Qatar","84","85","80","8","82","72","73","70","7","71","teamAWin"
